match_number,match_group,match_type,venue,city,date,batting_team,bowling_team,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,wicket_kind,wicket_player_out,fielder_involved,boundary,dot_ball,boundaries,dot_balls,wickets,total_runs
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,2,0,0,0,,,,0,1,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,2,1,0,1,,,,0,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,2,0,0,0,,,,0,1,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,2,6,0,6,,,,1,0,4.0,3.0,0.0,27.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,3,6,0,6,,,,1,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,3,1,0,1,,,,0,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,GC Smith,3,4,1,5,,,,1,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,GC Smith,3,3,0,3,,,,0,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,3,0,0,0,,,,0,1,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,3,0,0,0,,,,0,1,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,3,1,0,1,,,,0,0,4.0,5.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,4,0,4,,,,1,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,0,2,2,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,4,1,0,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,0,1,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,4,0,4,,,,1,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,0,0,0,,,,0,1,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,0,1,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,DBL Powell,HH Gibbs,4,1,0,1,,,,0,0,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,GC Smith,4,0,0,0,,,,0,1,2.0,4.0,0.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,5,4,0,4,,,,1,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,GC Smith,R Rampaul,HH Gibbs,5,0,0,0,caught,GC Smith,CH Gayle,0,1,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,R Rampaul,HH Gibbs,5,0,1,1,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,R Rampaul,HH Gibbs,5,0,0,0,,,,0,1,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,R Rampaul,HH Gibbs,5,1,0,1,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,AB de Villiers,5,1,0,1,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,R Rampaul,HH Gibbs,5,2,0,2,,,,0,0,2.0,4.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,AB de Villiers,6,0,0,0,,,,0,1,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,AB de Villiers,6,0,0,0,,,,0,1,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,AB de Villiers,6,2,0,2,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,AB de Villiers,6,4,0,4,,,,1,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DBL Powell,AB de Villiers,6,0,1,1,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DBL Powell,HH Gibbs,6,1,0,1,,,,0,0,3.0,2.0,0.0,22.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,0,1,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,6,0,6,,,,1,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,4,0,4,,,,1,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,1,0,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,AB de Villiers,7,0,0,0,,,,0,1,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,AB de Villiers,7,0,1,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,AB de Villiers,7,1,0,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,0,5,5,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,DR Smith,HH Gibbs,7,1,0,1,,,,0,0,3.0,4.0,0.0,30.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,FH Edwards,HH Gibbs,8,0,1,1,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,AB de Villiers,FH Edwards,HH Gibbs,8,0,0,0,caught,AB de Villiers,D Ramdin,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,0,1,1,,,,0,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,0,0,0,,,,0,1,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,8,4,0,4,,,,1,0,2.0,7.0,1.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,9,0,1,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,9,0,0,0,,,,0,1,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,9,4,0,4,,,,1,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,9,2,0,2,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,9,4,0,4,,,,1,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,9,1,0,1,,,,0,0,4.0,1.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,10,1,0,1,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,10,1,0,1,,,,0,0,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,10,0,0,0,,,,0,1,0.0,6.0,0.0,7.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,11,4,0,4,,,,1,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,11,1,0,1,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,11,4,0,4,,,,1,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,11,1,0,1,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DJ Bravo,HH Gibbs,11,0,1,1,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,11,1,0,1,,,,0,0,4.0,0.0,0.0,29.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,JM Kemp,12,0,2,2,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DR Smith,HH Gibbs,12,4,0,4,,,,1,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DR Smith,HH Gibbs,12,1,0,1,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,JM Kemp,12,4,0,4,,,,1,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,JM Kemp,12,1,0,1,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DR Smith,HH Gibbs,12,1,0,1,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DR Smith,JM Kemp,12,0,2,2,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,DR Smith,HH Gibbs,12,2,0,2,,,,0,0,4.0,2.0,0.0,31.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,13,1,0,1,,,,0,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,MN Samuels,HH Gibbs,13,4,0,4,,,,1,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,MN Samuels,HH Gibbs,13,4,0,4,,,,1,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,MN Samuels,HH Gibbs,13,1,0,1,,,,0,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,13,1,0,1,,,,0,0,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,MN Samuels,HH Gibbs,13,0,0,0,,,,0,1,3.0,6.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,JM Kemp,14,4,0,4,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,JM Kemp,14,4,0,4,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,R Rampaul,JM Kemp,14,1,0,1,,,,0,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,R Rampaul,HH Gibbs,14,0,0,0,,,,0,1,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,R Rampaul,HH Gibbs,14,6,0,6,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,R Rampaul,HH Gibbs,14,6,0,6,,,,1,0,6.0,3.0,1.0,37.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,15,0,1,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,MN Samuels,HH Gibbs,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,15,0,0,0,,,,0,1,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,15,4,0,4,,,,1,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,15,4,0,4,,,,1,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,MN Samuels,JM Kemp,15,1,0,1,,,,0,0,3.0,1.0,0.0,21.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,16,4,0,4,,,,1,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,16,0,1,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,16,2,0,2,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,16,2,0,2,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,JM Kemp,FH Edwards,HH Gibbs,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,16,0,1,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,FH Edwards,JM Kemp,16,1,0,1,,,,0,0,1.0,2.0,1.0,17.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,17,6,0,6,,,,1,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,17,4,0,4,,,,1,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,17,0,0,0,,,,0,1,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,17,0,1,1,,,,0,0,3.0,4.0,1.0,18.0
1.0,A,T20,New Wanderers Stadium,Johannesburg,2007-09-11,South Africa,West Indies,HH Gibbs,DJ Bravo,JM Kemp,17,4,0,4,,,,1,0,3.0,4.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,JP Duminy,0,1,0,1,,,,0,0,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,JM Anderson,GC Smith,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,JM Anderson,GC Smith,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,JM Anderson,GC Smith,0,0,1,1,,,,0,0,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,JM Anderson,GC Smith,0,0,1,1,,,,0,0,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,JM Anderson,GC Smith,0,0,1,1,,,,0,0,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,JP Duminy,0,4,0,4,,,,1,0,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,JP Duminy,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JP Duminy,SCJ Broad,GC Smith,1,0,0,0,caught,JP Duminy,MJ Prior,0,1,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,GC Smith,1,0,0,0,,,,0,1,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,GC Smith,1,0,0,0,,,,0,1,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,GC Smith,1,4,0,4,,,,1,0,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,GC Smith,1,4,0,4,,,,1,0,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,GC Smith,1,2,0,2,,,,0,0,3.0,5.0,1.0,17.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,A Flintoff,AB de Villiers,2,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,A Flintoff,AB de Villiers,2,4,0,4,,,,1,0,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,A Flintoff,AB de Villiers,2,1,0,1,,,,0,0,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,A Flintoff,GC Smith,2,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,A Flintoff,GC Smith,2,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,A Flintoff,GC Smith,2,0,0,0,,,,0,1,2.0,6.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,0,0,0,,,,0,1,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,4,0,4,,,,1,0,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,0,0,0,,,,0,1,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,0,0,0,,,,0,1,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,4,0,4,,,,1,0,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,JM Anderson,AB de Villiers,3,1,0,1,,,,0,0,3.0,5.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,SCJ Broad,AB de Villiers,4,0,1,1,,,,0,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,GC Smith,SCJ Broad,AB de Villiers,4,0,0,0,caught,GC Smith,AD Mascarenhas,0,1,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,JM Kemp,4,0,0,0,,,,0,1,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,JM Kemp,4,4,0,4,,,,1,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,JM Kemp,4,0,0,0,,,,0,1,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,JM Kemp,4,4,0,4,,,,1,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,SCJ Broad,JM Kemp,4,0,1,1,,,,0,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,AB de Villiers,A Flintoff,JM Kemp,5,0,0,0,caught,AB de Villiers,MJ Prior,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,MV Boucher,A Flintoff,JM Kemp,5,1,0,1,,,,0,0,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JM Kemp,A Flintoff,MV Boucher,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JM Kemp,A Flintoff,MV Boucher,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,South Africa,England,JM Kemp,A Flintoff,MV Boucher,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
