match_number,match_group,match_type,venue,city,date,batting_team,bowling_team,batter,bowler,non_striker,over,runs_batter,runs_extras,runs_total,wicket_kind,wicket_player_out,fielder_involved,boundary,dot_ball,boundaries,dot_balls,wickets,total_runs
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,KP Pietersen,SM Pollock,MJ Prior,4,0,0,0,run out,KP Pietersen,M Ntini,0,1,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,SM Pollock,PD Collingwood,4,3,0,3,,,,0,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,PD Collingwood,SM Pollock,MJ Prior,4,0,0,0,caught,PD Collingwood,JM Kemp,0,1,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,SM Pollock,MJ Prior,4,0,1,1,,,,0,0,2.0,6.0,3.0,15.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,0,1,1,,,,0,0,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,1,0,1,,,,0,0,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Ntini,OA Shah,5,1,0,1,,,,0,0,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,MJ Prior,5,0,0,0,,,,0,1,0.0,9.0,1.0,4.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,SM Pollock,OA Shah,6,0,0,0,,,,0,1,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,SM Pollock,OA Shah,6,0,0,0,,,,0,1,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,SM Pollock,OA Shah,6,1,0,1,,,,0,0,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,SM Pollock,MJ Prior,6,1,0,1,,,,0,0,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,SM Pollock,OA Shah,6,1,0,1,,,,0,0,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,SM Pollock,MJ Prior,6,3,0,3,,,,0,0,1.0,5.0,0.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,7,0,0,0,,,,0,1,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,7,0,0,0,,,,0,1,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,7,1,0,1,,,,0,0,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Morkel,OA Shah,7,0,0,0,,,,0,1,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Morkel,OA Shah,7,4,0,4,,,,1,0,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Morkel,OA Shah,7,0,0,0,,,,0,1,1.0,7.0,0.0,10.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JJ van der Wath,MJ Prior,8,1,0,1,,,,0,0,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,8,0,0,0,,,,0,1,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,8,3,0,3,,,,0,0,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JJ van der Wath,MJ Prior,8,1,0,1,,,,0,0,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,8,6,0,6,,,,1,0,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,8,0,0,0,,,,0,1,1.0,7.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,9,2,0,2,,,,0,0,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,9,0,0,0,,,,0,1,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,9,0,2,2,,,,0,0,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Morkel,MJ Prior,9,1,0,1,,,,0,0,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Morkel,OA Shah,9,0,0,0,,,,0,1,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,M Morkel,OA Shah,9,1,0,1,,,,0,0,1.0,2.0,0.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,10,0,0,0,,,,0,1,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,10,1,0,1,,,,0,0,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JJ van der Wath,MJ Prior,10,1,0,1,,,,0,0,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,10,0,0,0,,,,0,1,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JJ van der Wath,OA Shah,10,1,0,1,,,,0,0,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JJ van der Wath,MJ Prior,10,1,0,1,,,,0,0,1.0,2.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,2,0,2,,,,0,0,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,2,0,2,,,,0,0,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,6,0,6,,,,1,0,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,0,0,0,,,,0,1,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,0,0,0,,,,0,1,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,VD Philander,MJ Prior,11,6,0,6,,,,1,0,3.0,3.0,0.0,25.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JA Morkel,OA Shah,12,0,0,0,,,,0,1,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JA Morkel,OA Shah,12,1,0,1,,,,0,0,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JA Morkel,MJ Prior,12,1,0,1,,,,0,0,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JA Morkel,OA Shah,12,0,1,1,,,,0,0,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,MJ Prior,JA Morkel,OA Shah,12,0,0,0,caught,MJ Prior,VD Philander,0,1,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JA Morkel,A Flintoff,12,1,0,1,,,,0,0,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JA Morkel,OA Shah,12,0,0,0,,,,0,1,0.0,6.0,1.0,7.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,A Flintoff,13,1,0,1,,,,0,0,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Ntini,OA Shah,13,4,0,4,,,,1,0,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Ntini,OA Shah,13,4,0,4,,,,1,0,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Ntini,OA Shah,13,0,0,0,,,,0,1,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Ntini,OA Shah,13,1,0,1,,,,0,0,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,M Ntini,A Flintoff,13,0,0,0,,,,0,1,2.0,6.0,1.0,12.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JA Morkel,OA Shah,14,1,0,1,,,,0,0,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JA Morkel,A Flintoff,14,4,0,4,,,,1,0,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,OA Shah,JA Morkel,A Flintoff,14,0,0,0,bowled,OA Shah,,0,1,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,JA Morkel,A Flintoff,14,1,0,1,,,,0,0,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JA Morkel,JN Snape,14,1,0,1,,,,0,0,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,JA Morkel,A Flintoff,14,1,0,1,,,,0,0,1.0,4.0,2.0,11.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,VD Philander,A Flintoff,15,1,0,1,,,,0,0,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,VD Philander,JN Snape,15,1,0,1,,,,0,0,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,VD Philander,A Flintoff,15,0,0,0,,,,0,1,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,VD Philander,A Flintoff,15,2,0,2,,,,0,0,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,VD Philander,A Flintoff,15,1,0,1,,,,0,0,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,VD Philander,JN Snape,15,1,0,1,,,,0,0,1.0,2.0,1.0,16.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JJ van der Wath,JN Snape,16,1,0,1,,,,0,0,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,JJ van der Wath,A Flintoff,16,0,0,0,,,,0,1,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,JJ van der Wath,A Flintoff,16,1,0,1,,,,0,0,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JJ van der Wath,JN Snape,16,2,0,2,,,,0,0,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JJ van der Wath,JN Snape,16,0,0,0,,,,0,1,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JJ van der Wath,JN Snape,16,0,1,1,,,,0,0,1.0,4.0,0.0,13.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Morkel,JN Snape,17,0,1,1,,,,0,0,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,M Morkel,A Flintoff,17,0,0,0,,,,0,1,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,M Morkel,A Flintoff,17,0,0,0,,,,0,1,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,JN Snape,M Morkel,A Flintoff,17,0,0,0,caught,JN Snape,AB de Villiers,0,1,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,M Morkel,AD Mascarenhas,17,1,0,1,,,,0,0,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,A Flintoff,17,1,0,1,,,,0,0,3.0,3.0,1.0,24.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,JJ van der Wath,A Flintoff,18,4,0,4,,,,1,0,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,JJ van der Wath,A Flintoff,18,1,0,1,,,,0,0,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,A Flintoff,JJ van der Wath,AD Mascarenhas,18,0,0,0,bowled,A Flintoff,,0,1,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,CP Schofield,JJ van der Wath,AD Mascarenhas,18,4,0,4,,,,1,0,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,CP Schofield,JJ van der Wath,AD Mascarenhas,18,1,0,1,,,,0,0,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,JJ van der Wath,CP Schofield,18,1,0,1,,,,0,0,4.0,3.0,2.0,23.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,CP Schofield,19,2,0,2,,,,0,0,2.0,2.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,CP Schofield,19,4,0,4,,,,1,0,2.0,2.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,CP Schofield,19,0,0,0,,,,0,1,2.0,2.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,CP Schofield,19,1,0,1,,,,0,0,2.0,2.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,CP Schofield,M Morkel,AD Mascarenhas,19,1,0,1,,,,0,0,2.0,2.0,1.0,18.0
15.0,E,T20,Newlands,Cape Town,2007-09-16,England,South Africa,AD Mascarenhas,M Morkel,CP Schofield,19,1,0,1,,,,0,0,2.0,2.0,1.0,18.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,G Gambhir,Mohammad Asif,V Sehwag,0,0,0,0,caught and bowled,G Gambhir,,0,1,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,V Sehwag,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,V Sehwag,0,0,0,0,,,,0,1,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,V Sehwag,0,1,0,1,,,,0,0,1.0,9.0,1.0,8.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,V Sehwag,1,1,0,1,,,,0,0,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,V Sehwag,Umar Gul,RV Uthappa,1,4,0,4,,,,1,0,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,V Sehwag,Umar Gul,RV Uthappa,1,1,0,1,,,,0,0,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,V Sehwag,1,2,0,2,,,,0,0,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,V Sehwag,1,0,0,0,,,,0,1,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,V Sehwag,1,0,0,0,,,,0,1,1.0,6.0,0.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,V Sehwag,Mohammad Asif,RV Uthappa,2,0,0,0,bowled,V Sehwag,,0,1,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,Yuvraj Singh,Mohammad Asif,RV Uthappa,2,1,0,1,,,,0,0,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,Yuvraj Singh,2,0,0,0,,,,0,1,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,Yuvraj Singh,2,0,0,0,,,,0,1,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,Yuvraj Singh,2,0,0,0,,,,0,1,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,Yuvraj Singh,2,4,0,4,,,,1,0,3.0,8.0,2.0,15.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,Yuvraj Singh,Umar Gul,RV Uthappa,3,0,0,0,,,,0,1,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,Yuvraj Singh,Umar Gul,RV Uthappa,3,0,1,1,,,,0,0,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,Yuvraj Singh,3,4,0,4,,,,1,0,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,Yuvraj Singh,3,0,0,0,,,,0,1,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,Yuvraj Singh,3,0,0,0,,,,0,1,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,Yuvraj Singh,3,0,0,0,,,,0,1,2.0,7.0,0.0,12.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,Yuvraj Singh,Mohammad Asif,RV Uthappa,4,0,0,0,caught,Yuvraj Singh,Shoaib Malik,0,1,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Mohammad Asif,KD Karthik,4,1,0,1,,,,0,0,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,4,0,0,0,,,,0,1,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,4,4,0,4,,,,1,0,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,4,0,0,0,,,,0,1,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,4,4,0,4,,,,1,0,2.0,6.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,0,0,0,,,,0,1,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,0,0,0,,,,0,1,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,0,0,0,,,,0,1,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,1,0,1,,,,0,0,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Umar Gul,RV Uthappa,5,1,0,1,,,,0,0,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,0,1,1,,,,0,0,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Umar Gul,KD Karthik,5,2,0,2,,,,0,0,1.0,6.0,0.0,11.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,6,0,0,0,,,,0,1,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,6,2,0,2,,,,0,0,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,6,0,0,0,,,,0,1,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,6,0,1,1,,,,0,0,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,KD Karthik,Mohammad Asif,RV Uthappa,6,0,0,0,bowled,KD Karthik,,0,1,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Mohammad Asif,RV Uthappa,6,0,0,0,,,,0,1,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Mohammad Asif,RV Uthappa,6,0,0,0,,,,0,1,0.0,8.0,1.0,6.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,7,1,0,1,,,,0,0,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Yasir Arafat,RV Uthappa,7,0,0,0,,,,0,1,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Yasir Arafat,RV Uthappa,7,4,0,4,,,,1,0,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Yasir Arafat,RV Uthappa,7,1,0,1,,,,0,0,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,7,2,0,2,,,,0,0,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,7,0,0,0,,,,0,1,1.0,4.0,1.0,13.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Sohail Tanvir,RV Uthappa,8,0,0,0,,,,0,1,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Sohail Tanvir,RV Uthappa,8,0,0,0,,,,0,1,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Sohail Tanvir,RV Uthappa,8,0,0,0,,,,0,1,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Sohail Tanvir,RV Uthappa,8,0,0,0,,,,0,1,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Sohail Tanvir,RV Uthappa,8,1,0,1,,,,0,0,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Sohail Tanvir,MS Dhoni,8,2,0,2,,,,0,0,0.0,10.0,2.0,3.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,MS Dhoni,Yasir Arafat,RV Uthappa,9,0,1,1,,,,0,0,3.0,4.0,0.0,23.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,9,6,0,6,,,,1,0,3.0,4.0,0.0,23.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,9,2,0,2,,,,0,0,3.0,4.0,0.0,23.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,9,6,0,6,,,,1,0,3.0,4.0,0.0,23.0
10.0,D,T20,Kingsmead,Durban,2007-09-14,India,Pakistan,RV Uthappa,Yasir Arafat,MS Dhoni,9,0,0,0,,,,0,1,3.0,4.0,0.0,23.0
